SRR1039517.69227	tr|C0ITM0|C0ITM0_DANRE	75.0	20	5	0	62	3	306	325	5.51e-07	38.1
SRR1039517.73546	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	156	175	9.09e-09	43.1
SRR1039517.105163	sp|O35973|PER1_MOUSE	100	17	0	0	61	11	735	751	7.31e-07	37.7
SRR1039517.151279	sp|O35973|PER1_MOUSE	95.0	20	1	0	61	2	182	201	3.98e-10	47.0
SRR1039517.157198	sp|O35973|PER1_MOUSE	90.5	21	2	0	63	1	1203	1223	1.31e-08	42.7
SRR1039517.168230	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	131	151	3.36e-08	41.6
SRR1039517.182714	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	106	126	4.12e-07	38.5
SRR1039517.226084	sp|O35973|PER1_MOUSE	95.2	21	1	0	1	63	623	643	3.06e-10	47.4
SRR1039517.229602	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	187	207	1.07e-09	45.8
SRR1039517.234613	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	716	736	2.74e-09	44.7
SRR1039517.265631	sp|O35973|PER1_MOUSE	90.0	20	2	0	62	3	492	511	2.09e-07	39.3
SRR1039517.271974	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	81	100	2.31e-05	33.5
SRR1039517.276135	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	407	427	1.64e-10	48.1
SRR1039517.302557	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	522	542	4.59e-08	41.2
SRR1039517.383577	sp|O35973|PER1_MOUSE	95.0	20	1	0	61	2	379	398	8.15e-08	40.4
SRR1039517.406689	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	378	397	2.33e-08	42.0
SRR1039517.437469	sp|O35973|PER1_MOUSE	90.0	20	2	0	3	62	868	887	1.37e-06	37.0
SRR1039517.543277	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	324	343	1.02e-09	45.8
SRR1039517.556428	sp|O35973|PER1_MOUSE	89.5	19	2	0	6	62	939	957	4.80e-06	35.4
SRR1039517.581381	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	966	985	1.02e-09	45.8
SRR1039517.628202	sp|O35973|PER1_MOUSE	100	17	0	0	12	62	1080	1096	5.35e-04	29.6
SRR1039517.730832	sp|O35973|PER1_MOUSE	100	18	0	0	55	2	69	86	8.11e-05	32.0
SRR1039517.753173	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	138	158	9.58e-09	43.1
SRR1039517.764944	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	154	174	1.07e-09	45.8
