SRR1039508.40069	sp|O35973|PER1_MOUSE	88.9	18	2	0	55	2	906	923	2.08e-04	30.8
SRR1039508.106918	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	337	356	7.43e-10	46.2
SRR1039508.589773	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	695	714	2.33e-08	42.0
SRR1039508.734843	sp|O35973|PER1_MOUSE	95.0	20	1	0	62	3	293	312	4.86e-09	43.9
SRR1039508.1099746	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	1215	1234	4.86e-09	43.9
SRR1039508.1504350	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	489	509	1.79e-08	42.4
SRR1039508.1572601	tr|C0ITM0|C0ITM0_DANRE	73.7	19	5	0	62	6	311	329	1.93e-06	36.6
SRR1039508.1619008	sp|O35973|PER1_MOUSE	100	16	0	0	15	62	223	238	2.31e-05	33.5
SRR1039508.1753648	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	159	179	1.31e-08	42.7
SRR1039508.1765782	sp|O35973|PER1_MOUSE	95.0	20	1	0	3	62	213	232	1.53e-07	39.7
SRR1039508.2195457	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	131	151	3.36e-08	41.6
SRR1039508.2332434	tr|A2BGS7|A2BGS7_DANRE	82.4	17	3	0	61	11	113	129	9.41e-06	34.7
SRR1039508.2378300	sp|O35973|PER1_MOUSE	90.0	20	2	0	61	2	14	33	2.09e-07	39.3
SRR1039508.2553001	sp|O35973|PER1_MOUSE	88.9	18	2	0	1	54	581	598	3.01e-07	38.9
SRR1039508.2846999	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	1121	1140	1.70e-08	42.4
SRR1039508.3029756	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	298	317	9.33e-12	51.6
SRR1039508.3114255	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	86	106	1.78e-05	33.9
SRR1039508.3186860	sp|O35973|PER1_MOUSE	95.0	20	1	0	61	2	439	458	3.55e-09	44.3
SRR1039508.3239450	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	109	129	1.98e-06	36.6
SRR1039508.3428881	sp|O35973|PER1_MOUSE	90.0	20	2	0	61	2	273	292	1.24e-08	42.7
SRR1039508.3603834	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	440	459	1.74e-11	50.8
SRR1039508.3796121	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	229	249	3.74e-09	44.3
SRR1039508.3842570	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	448	467	1.02e-09	45.8
SRR1039508.3967450	sp|P43354|NR4A2_HUMAN	55.0	20	9	0	60	1	399	418	1.63e-04	31.2
SRR1039508.4051187	sp|O35973|PER1_MOUSE	80.0	20	4	0	3	62	983	1002	6.58e-06	35.0
SRR1039508.4289351	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	784	804	9.58e-09	43.1
SRR1039508.4727414	sp|O35973|PER1_MOUSE	95.2	21	1	0	1	63	228	248	5.12e-09	43.9
SRR1039508.4791859	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	127	146	1.87e-06	36.6
SRR1039508.4887787	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	219	238	8.15e-08	40.4
SRR1039508.4909942	sp|O35973|PER1_MOUSE	85.7	21	3	0	1	63	614	634	2.20e-07	39.3
SRR1039508.5245653	sp|O35973|PER1_MOUSE	95.0	20	1	0	62	3	1181	1200	6.65e-09	43.5
SRR1039508.5614958	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	100	119	1.11e-07	40.0
SRR1039508.5703628	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	312	331	1.02e-09	45.8
SRR1039508.5929389	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	312	331	1.02e-09	45.8
SRR1039508.5940404	sp|O35973|PER1_MOUSE	100	17	0	0	61	11	735	751	7.31e-07	37.7
SRR1039508.6112922	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	416	435	4.45e-11	49.7
SRR1039508.6643335	sp|O35973|PER1_MOUSE	100	18	0	0	61	8	1218	1235	1.53e-07	39.7
SRR1039508.6680587	sp|O35973|PER1_MOUSE	100	19	0	0	5	61	963	981	4.86e-09	43.9
SRR1039508.7233591	sp|P43354|NR4A2_HUMAN	100	20	0	0	2	61	297	316	6.20e-11	49.3
SRR1039508.7517197	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	1033	1052	1.37e-06	37.0
SRR1039508.7811018	sp|O35973|PER1_MOUSE	94.7	19	1	0	62	6	874	892	2.33e-08	42.0
SRR1039508.8158678	sp|O35973|PER1_MOUSE	95.0	20	1	0	61	2	189	208	2.60e-09	44.7
SRR1039508.8206242	sp|O35973|PER1_MOUSE	95.0	20	1	0	3	62	1115	1134	6.65e-09	43.5
SRR1039508.8274643	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	533	553	2.51e-11	50.4
SRR1039508.8384936	sp|O35973|PER1_MOUSE	95.2	21	1	0	1	63	471	491	1.79e-08	42.4
SRR1039508.8627497	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	195	214	1.70e-08	42.4
SRR1039508.9156891	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	75	94	1.37e-06	37.0
SRR1039508.9190004	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	5	25	2.00e-09	45.1
SRR1039508.9276532	sp|O35973|PER1_MOUSE	85.7	21	3	0	1	63	1198	1218	7.01e-09	43.5
SRR1039508.9384601	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	388	408	3.74e-09	44.3
SRR1039508.9872238	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	628	648	3.06e-10	47.4
SRR1039508.9987399	sp|O35973|PER1_MOUSE	80.0	20	4	0	2	61	500	519	1.87e-06	36.6
SRR1039508.9995073	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	371	390	4.86e-09	43.9
SRR1039508.10056553	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	132	152	2.45e-08	42.0
SRR1039508.10120305	sp|O35973|PER1_MOUSE	90.0	20	2	0	2	61	1149	1168	1.23e-05	34.3
SRR1039508.10442956	sp|O35973|PER1_MOUSE	95.0	20	1	0	3	62	1188	1207	9.09e-09	43.1
