SRR1039517.73546	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	129	148	1.00e-06	37.4
SRR1039517.105163	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	710	729	5.34e-07	38.1
SRR1039517.110527	sp|O35973|PER1_MOUSE	90.0	20	2	0	3	62	792	811	1.53e-07	39.7
SRR1039517.151279	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	171	191	2.24e-10	47.8
SRR1039517.168230	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	118	137	7.31e-07	37.7
SRR1039517.182714	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	139	158	5.96e-08	40.8
SRR1039517.188196	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	784	803	5.96e-08	40.8
SRR1039517.229602	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	123	143	2.20e-07	39.3
SRR1039517.265631	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	470	489	5.96e-08	40.8
SRR1039517.271974	sp|O35973|PER1_MOUSE	100	18	0	0	8	61	69	86	8.11e-05	32.0
SRR1039517.276135	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	390	409	3.98e-10	47.0
SRR1039517.286306	sp|O35973|PER1_MOUSE	80.0	20	4	0	3	62	922	941	2.09e-07	39.3
SRR1039517.302557	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	549	568	5.44e-10	46.6
SRR1039517.383577	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	353	372	1.56e-10	48.1
SRR1039517.402414	sp|O35973|PER1_MOUSE	100	15	0	0	17	61	771	785	3.16e-05	33.1
SRR1039517.406689	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	356	375	1.14e-10	48.5
SRR1039517.543277	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	352	371	2.13e-10	47.8
SRR1039517.581381	sp|O35973|PER1_MOUSE	85.7	21	3	0	63	1	978	998	7.72e-07	37.7
SRR1039517.616071	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	966	985	1.02e-09	45.8
