SRR1039520.58002	sp|O35973|PER1_MOUSE	89.5	19	2	0	5	61	272	290	2.85e-07	38.9
SRR1039520.100624	sp|P43354|NR4A2_HUMAN	80.0	20	4	0	60	1	461	480	5.21e-09	43.9
SRR1039520.724765	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	111	131	6.94e-06	35.0
SRR1039520.1026781	sp|O35973|PER1_MOUSE	100	18	0	0	54	1	69	86	8.58e-05	32.0
SRR1039520.1299924	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	393	413	7.01e-09	43.5
SRR1039520.1315366	sp|O35973|PER1_MOUSE	100	20	0	0	60	1	963	982	1.07e-09	45.8
SRR1039520.1328759	sp|O35973|PER1_MOUSE	84.2	19	3	0	58	2	505	523	3.91e-07	38.5
SRR1039520.1450354	sp|O35973|PER1_MOUSE	100	19	0	0	5	61	771	789	1.24e-08	42.7
SRR1039520.1496705	sp|P43354|NR4A2_HUMAN	100	21	0	0	1	63	289	309	1.67e-10	48.1
SRR1039520.1644348	sp|P43354|NR4A2_HUMAN	85.0	20	3	0	4	63	561	580	7.83e-07	37.7
SRR1039520.1657680	sp|O35973|PER1_MOUSE	95.0	20	1	0	3	62	1188	1207	9.09e-09	43.1
SRR1039520.1776714	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	426	445	4.45e-11	49.7
SRR1039520.1938650	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	707	726	1.37e-06	37.0
SRR1039520.2370412	sp|P43354|NR4A2_HUMAN	85.7	21	3	0	63	1	256	276	8.72e-08	40.4
SRR1039520.2826716	sp|O35973|PER1_MOUSE	85.0	20	3	0	61	2	1100	1119	7.33e-04	29.3
SRR1039520.2885642	sp|O35973|PER1_MOUSE	90.0	20	2	0	62	3	1136	1155	7.31e-07	37.7
SRR1039520.3107635	sp|P43354|NR4A2_HUMAN	100	21	0	0	1	63	263	283	2.86e-12	53.1
SRR1039520.3466650	sp|O35973|PER1_MOUSE	81.0	21	4	0	63	1	497	517	4.12e-07	38.5
SRR1039520.3521335	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	309	328	3.98e-10	47.0
SRR1039520.3543075	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	1188	1207	9.09e-09	43.1
SRR1039520.3985160	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	522	542	4.59e-08	41.2
SRR1039520.4059955	sp|O35973|PER1_MOUSE	90.0	20	2	0	61	2	273	292	1.24e-08	42.7
