SRR1039509.6797	sp|O35973|PER1_MOUSE	89.5	19	2	0	59	3	579	597	8.15e-08	40.4
SRR1039509.22427	sp|P43354|NR4A2_HUMAN	95.0	20	1	0	2	61	312	331	7.57e-10	46.2
SRR1039509.25613	sp|O35973|PER1_MOUSE	95.0	20	1	0	61	2	194	213	1.53e-07	39.7
SRR1039509.72951	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	545	565	3.06e-10	47.4
SRR1039509.74890	sp|O35973|PER1_MOUSE	85.0	20	3	0	2	61	795	814	3.91e-07	38.5
SRR1039509.75306	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	1033	1052	1.37e-06	37.0
SRR1039509.91593	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	724	744	4.19e-10	47.0
SRR1039509.92806	sp|O35973|PER1_MOUSE	93.3	15	1	0	6	50	825	839	2.08e-04	30.8
SRR1039509.111225	sp|O35973|PER1_MOUSE	92.3	13	1	0	3	41	641	653	5.35e-04	29.6
SRR1039509.119529	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	352	371	2.13e-10	47.8
SRR1039509.137234	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	195	214	1.70e-08	42.4
SRR1039509.155768	sp|O35973|PER1_MOUSE	100	14	0	0	44	3	1	14	2.85e-04	30.4
SRR1039509.170551	sp|O35973|PER1_MOUSE	88.9	18	2	0	8	61	818	835	3.18e-08	41.6
SRR1039509.175723	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	400	419	3.55e-09	44.3
SRR1039509.190238	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	353	373	1.20e-10	48.5
SRR1039509.227698	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	369	388	1.90e-09	45.1
SRR1039509.233269	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	104	123	1.11e-07	40.0
SRR1039509.238622	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	338	357	2.60e-09	44.7
SRR1039509.294202	sp|O35973|PER1_MOUSE	87.5	16	2	0	61	14	583	598	1.69e-05	33.9
SRR1039509.301691	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	1130	1150	7.83e-10	46.2
SRR1039509.316935	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	547	566	1.90e-09	45.1
SRR1039509.347263	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	1160	1180	7.72e-07	37.7
SRR1039509.387273	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	1084	1104	2.45e-08	42.0
SRR1039509.387396	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	1155	1175	6.28e-08	40.8
SRR1039509.391492	tr|C0ITM0|C0ITM0_DANRE	72.2	18	5	0	63	10	312	329	1.34e-05	34.3
SRR1039509.401287	sp|O35973|PER1_MOUSE	94.1	17	1	0	3	53	941	957	2.08e-04	30.8
SRR1039509.423194	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	1085	1105	5.64e-07	38.1
SRR1039509.427421	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	552	571	3.55e-09	44.3
SRR1039509.461303	sp|O35973|PER1_MOUSE	100	20	0	0	3	62	372	391	2.60e-09	44.7
SRR1039509.468619	sp|O35973|PER1_MOUSE	100	21	0	0	63	1	96	116	5.07e-06	35.4
SRR1039509.478901	sp|O35973|PER1_MOUSE	95.0	20	1	0	62	3	474	493	8.15e-08	40.4
SRR1039509.523175	sp|O35973|PER1_MOUSE	90.5	21	2	0	1	63	16	36	2.00e-09	45.1
SRR1039509.561612	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	328	347	8.32e-11	48.9
SRR1039509.563910	sp|O35973|PER1_MOUSE	89.5	19	2	0	59	3	579	597	8.15e-08	40.4
SRR1039509.616347	sp|O35973|PER1_MOUSE	89.5	19	2	0	6	62	579	597	8.15e-08	40.4
SRR1039509.644417	sp|O35973|PER1_MOUSE	81.0	21	4	0	63	1	503	523	2.20e-07	39.3
SRR1039509.672345	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	1130	1150	7.83e-10	46.2
SRR1039509.695999	sp|O35973|PER1_MOUSE	95.2	21	1	0	1	63	183	203	3.06e-10	47.4
SRR1039509.720402	sp|O35973|PER1_MOUSE	90.0	20	2	0	61	2	16	35	2.09e-07	39.3
SRR1039509.737043	sp|P43354|NR4A2_HUMAN	75.0	20	5	0	2	61	459	478	3.24e-08	41.6
SRR1039509.742082	sp|O35973|PER1_MOUSE	100	21	0	0	1	63	966	986	1.20e-10	48.5
SRR1039509.812854	sp|O35973|PER1_MOUSE	93.3	15	1	0	60	16	825	839	2.20e-04	30.8
SRR1039509.821024	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	694	713	1.70e-08	42.4
SRR1039509.833084	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	1168	1187	2.60e-09	44.7
SRR1039509.850292	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	331	350	2.91e-10	47.4
SRR1039509.865291	sp|O35973|PER1_MOUSE	100	20	0	0	2	61	322	341	1.02e-09	45.8
SRR1039509.883390	sp|O35973|PER1_MOUSE	85.7	21	3	0	1	63	575	595	2.20e-07	39.3
SRR1039509.885788	sp|O35973|PER1_MOUSE	100	17	0	0	52	2	1025	1041	4.33e-05	32.7
SRR1039509.949041	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	1213	1232	1.70e-08	42.4
SRR1039509.954422	sp|O35973|PER1_MOUSE	90.0	20	2	0	2	61	1206	1225	5.96e-08	40.8
SRR1039509.974933	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	398	417	1.39e-09	45.4
SRR1039509.996167	sp|O35973|PER1_MOUSE	90.0	20	2	0	61	2	275	294	9.09e-09	43.1
SRR1039509.1014557	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	258	277	4.86e-09	43.9
SRR1039509.1023066	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	224	243	2.56e-06	36.2
SRR1039509.1029218	sp|O35973|PER1_MOUSE	100	20	0	0	61	2	1029	1048	5.34e-07	38.1
SRR1039509.1033787	sp|O35973|PER1_MOUSE	100	20	0	0	62	3	99	118	3.51e-06	35.8
SRR1039509.1074492	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	370	390	5.72e-10	46.6
SRR1039509.1108535	sp|O35973|PER1_MOUSE	100	15	0	0	60	16	943	957	5.67e-04	29.6
SRR1039509.1157024	sp|O35973|PER1_MOUSE	85.7	21	3	0	63	1	1202	1222	1.79e-08	42.4
SRR1039509.1165368	sp|O35973|PER1_MOUSE	95.2	21	1	0	63	1	206	226	5.12e-09	43.9
SRR1039509.1166737	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	1213	1232	1.70e-08	42.4
SRR1039509.1210474	sp|O35973|PER1_MOUSE	90.5	21	2	0	1	63	975	995	6.28e-08	40.8
SRR1039509.1257452	sp|O35973|PER1_MOUSE	95.0	20	1	0	62	3	286	305	3.98e-10	47.0
SRR1039509.1259931	sp|O35973|PER1_MOUSE	95.0	20	1	0	2	61	198	217	3.91e-07	38.5
SRR1039509.1283472	sp|O35973|PER1_MOUSE	90.5	21	2	0	1	63	1187	1207	2.45e-08	42.0
